LAMMPS data file via write_data, version 2 Aug 2023, timestep = 711318, units = metal

4960 atoms
2 atom types

-11.05422294980674 10.282057871084834 xlo xhi
-12.764317191508113 11.872697759390157 ylo yhi
-68.1371556521306 48.77651251334457 zlo zhi

Masses

1 9.012181999999999
2 2.014

Atoms # atomic

131 1 -8.647133960894656 -12.185203213679983 -66.71966947595756 1 1 0
135 1 -6.409980299153726 -12.149605888138154 -66.89571313842444 1 1 0
139 1 -3.943959338517746 -12.084532367149535 -66.76053787515366 1 1 0
143 1 -1.602250423951972 -11.978383447174135 -66.86234484452696 1 1 0
163 1 -10.773588829945723 -7.9965220440421705 -66.5276993061575 1 1 0
167 1 -8.590906678205139 -8.112886663060511 -66.76185392465038 1 1 0
132 1 -9.912748597538728 -10.215543589945286 -66.73253196481431 1 1 0
136 1 -7.5089265498721485 -10.235600188399221 -66.68105106336715 1 1 0
171 1 -6.527357772673553 -7.938591264613531 -66.85770769723466 1 1 0
175 1 -4.062929900965852 -8.09940252050201 -66.62240552975894 1 1 0
140 1 -5.262930049403309 -10.046090762762372 -66.66931457036264 1 1 0
179 1 -1.4984157611904205 -8.030683931363024 -66.64904566122294 1 1 0
144 1 -2.7649115472941155 -10.06177059122572 -66.65521233089518 1 1 0
112 1 -0.4305755540389775 -10.1786654894167 -66.59621125628226 0 1 0
168 1 -9.831377297092276 -6.060787661801397 -66.72884327438238 1 1 0
172 1 -7.482626026099626 -5.914405198686473 -66.67347883700516 1 1 0
176 1 -5.258337368415962 -5.9936992519126004 -66.66403036635661 1 1 0
180 1 -2.8557262903714484 -6.104114157017432 -66.71989757721802 1 1 0
199 1 -10.964789035583205 -3.8343406436228555 -66.81323060698504 1 1 0
203 1 -8.689638609937735 -3.91311319635823 -66.66606794943303 1 1 0
207 1 -6.304669559475385 -3.9771904060305534 -66.74976342289082 1 1 0
211 1 -3.8762996771505467 -3.9845086963143785 -66.77479117443158 1 1 0
215 1 -1.4991611545169068 -4.076576844817165 -66.53397367195635 1 1 0
204 1 -9.63343393866598 -1.677832482334896 -66.68781851363124 1 1 0
208 1 -7.484919276645271 -1.7824188890515362 -66.43637611814385 1 1 0
212 1 -5.093780189390858 -1.9134310025215449 -66.50844639228707 1 1 0
216 1 -2.7279994638865492 -1.753985689783999 -66.60178869517995 1 1 0
347 1 -8.665344627617507 -12.149959900236189 -63.078017960245504 1 1 0
125 1 -9.870115712925106 -11.47062368932065 -64.86167836473292 1 1 0
343 1 -11.044093170599272 -12.138462794565605 -63.06223911688194 1 1 0
351 1 -6.304089836428216 -12.142608973762197 -63.100563341540806 1 1 0
129 1 -7.496873652864409 -11.49013278891614 -64.89816656298468 1 1 0
355 1 -3.9315990540896846 -12.12652001768025 -63.12349785782578 1 1 0
